Conference,paperIdx,tableIdx,rowIdx,colIdx,type,semantic_0,sc_ch_raw,sc_ch_raw_type,human_Check,obj_cell_values,tableLink,paperLink,semantic_0_clean,semantic_1
Nicotine & Tobacco Research,1047,1,3,0,sbjCol,Gender,Male,,,383.0; 44.7; 376.0; 43.9,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/200454043,http://dx.doi.org/10.1093/ntr/ntz159,,
Nicotine & Tobacco Research,1047,1,4,0,sbjCol,Gender,"Gay, lesbian, or bisexual",,,78.0; 9.1; 80.0; 9.4,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/200454043,http://dx.doi.org/10.1093/ntr/ntz159,,
Nicotine & Tobacco Research,1047,1,5,0,sbjCol,Race/Ethnicity,Hispanic,,,78.0; 9.1; 88.0; 10.3,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/200454043,http://dx.doi.org/10.1093/ntr/ntz159,Race/Ethnicity,; Hispanic
Nicotine & Tobacco Research,1047,1,6,0,sbjCol,Race/Ethnicity,Race,,,,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/200454043,http://dx.doi.org/10.1093/ntr/ntz159,Race/Ethnicity,
Nicotine & Tobacco Research,1047,1,7,0,sbjCol,Race/Ethnicity,American Indian or Alaskan Native,,,19.0; 2.3; 14.0; 1.7,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/200454043,http://dx.doi.org/10.1093/ntr/ntz159,Race/Ethnicity,American Indian and Alaska Native; 
Nicotine & Tobacco Research,1047,1,8,0,sbjCol,Race/Ethnicity,Asian,,,28.0; 3.3; 28.0; 3.3,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/200454043,http://dx.doi.org/10.1093/ntr/ntz159,Race/Ethnicity,Asian; 
Nicotine & Tobacco Research,1047,1,9,0,sbjCol,Race/Ethnicity,Black or African American,,,92.0; 10.9; 76.0; 9.0,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/200454043,http://dx.doi.org/10.1093/ntr/ntz159,Race/Ethnicity,Black or African American; 
Nicotine & Tobacco Research,1047,1,10,0,sbjCol,Race/Ethnicity,Native Hawaiian or Pacific Islander,,,8.0; 1.0; 2.0; 0.2,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/200454043,http://dx.doi.org/10.1093/ntr/ntz159,Race/Ethnicity,Native Hawaiian and Other Pacific Islander; 
Nicotine & Tobacco Research,1047,1,11,0,sbjCol,Race/Ethnicity,White,,,673.0; 79.9; 701.0; 83.4,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/200454043,http://dx.doi.org/10.1093/ntr/ntz159,Race/Ethnicity,White; 
Nicotine & Tobacco Research,1047,1,12,0,sbjCol,Race/Ethnicity,Other,,,22.0; 2.6; 20.0; 2.4,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/200454043,http://dx.doi.org/10.1093/ntr/ntz159,Race/Ethnicity,Others; 
Nicotine & Tobacco Research,1047,1,13,0,sbjCol,Education,Education,,,,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/200454043,http://dx.doi.org/10.1093/ntr/ntz159,,
Nicotine & Tobacco Research,1047,1,14,0,sbjCol,Education,High school graduate or less,,,271.0; 31.7; 277.0; 32.5,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/200454043,http://dx.doi.org/10.1093/ntr/ntz159,,
Nicotine & Tobacco Research,1047,1,15,0,sbjCol,Education,Some college,,,271.0; 31.7; 251.0; 29.5,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/200454043,http://dx.doi.org/10.1093/ntr/ntz159,,
Nicotine & Tobacco Research,1047,1,16,0,sbjCol,Education,College graduate or associate’s degree,,,263.0; 30.8; 267.0; 31.3,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/200454043,http://dx.doi.org/10.1093/ntr/ntz159,,
Nicotine & Tobacco Research,1047,1,17,0,sbjCol,Education,Graduate degree,,,49.0; 5.7; 57.0; 6.7,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/200454043,http://dx.doi.org/10.1093/ntr/ntz159,,
Nicotine & Tobacco Research,1047,1,18,0,sbjCol,Income/SES,"Household income, annual",,,,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/200454043,http://dx.doi.org/10.1093/ntr/ntz159,,
Nicotine & Tobacco Research,1047,1,19,0,sbjCol,Income/SES,"$0–$24,999",,,233.0; 27.3; 249.0; 29.1,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/200454043,http://dx.doi.org/10.1093/ntr/ntz159,,
Nicotine & Tobacco Research,1047,1,20,0,sbjCol,Income/SES,"$25,000–$49,999",,,282.0; 33.0; 284.0; 33.1,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/200454043,http://dx.doi.org/10.1093/ntr/ntz159,,
Nicotine & Tobacco Research,1047,1,21,0,sbjCol,Income/SES,"$50,000–$74,999",,,166.0; 19.4; 153.0; 17.9,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/200454043,http://dx.doi.org/10.1093/ntr/ntz159,,
Nicotine & Tobacco Research,1047,1,22,0,sbjCol,Income/SES,"$75,000+",,,174.0; 20.4; 171.0; 20.0,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/200454043,http://dx.doi.org/10.1093/ntr/ntz159,,
Nicotine & Tobacco Research,1047,1,23,0,sbjCol,Income/SES,"Low income, <200% of 2018 federal poverty level",,,423.0; 49.7; 419.0; 49.2,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/200454043,http://dx.doi.org/10.1093/ntr/ntz159,,
Nicotine & Tobacco Research,1047,1,24,0,sbjCol,E-cigarette use,E-cigarette use,,,,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/200454043,http://dx.doi.org/10.1093/ntr/ntz159,,
Nicotine & Tobacco Research,1047,1,25,0,sbjCol,E-cigarette use,Current smoker only,,,407.0; 47.6; 430.0; 50.2,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/200454043,http://dx.doi.org/10.1093/ntr/ntz159,,
Nicotine & Tobacco Research,1047,1,26,0,sbjCol,E-cigarette use,Dual current e-cigarette user and smoker,,,448.0; 52.4; 427.0; 49.8,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/200454043,http://dx.doi.org/10.1093/ntr/ntz159,,
Nicotine & Tobacco Research,1047,1,27,0,sbjCol,"In past year, bought cigarettes from a …","In past year, bought cigarettes from a …",sentence,,,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/200454043,http://dx.doi.org/10.1093/ntr/ntz159,,
Nicotine & Tobacco Research,1047,1,28,0,sbjCol,"In past year, bought cigarettes from a …",Web site,,,92.0; 10.8; 92.0; 10.8,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/200454043,http://dx.doi.org/10.1093/ntr/ntz159,,
Nicotine & Tobacco Research,1047,1,29,0,sbjCol,"In past year, bought cigarettes from a …",Street vendor,,,148.0; 17.3; 135.0; 15.8,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/200454043,http://dx.doi.org/10.1093/ntr/ntz159,,
Nicotine & Tobacco Research,1047,1,30,0,sbjCol,Race/Ethnicity,Store on an Indian reservation,,,190.0; 22.3; 200.0; 23.4,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/200454043,http://dx.doi.org/10.1093/ntr/ntz159,,
Nicotine & Tobacco Research,1047,1,0,0,colHd,,,,,"Gender; Female; Male; Gay, lesbian, or bisexual; Hispanic; Race; American Indian or Alaskan Native; Asian; Black or African American; Native Hawaiian or Pacific Islander; White; Other; Education; High school graduate or less; Some college; College graduate or associate’s degree; Graduate degree; Household income, annual; $0–$24,999; $25,000–$49,999; $50,000–$74,999; $75,000+; Low income, <200% of 2018 federal poverty level; E-cigarette use; Current smoker only; Dual current e-cigarette user and smoker; In past year, bought cigarettes from a …; Web site; Street vendor; Store on an Indian reservation",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/200454043,http://dx.doi.org/10.1093/ntr/ntz159,,
Nicotine & Tobacco Research,1047,1,0,1,colHd,group,Control group (n = 855) n,,,; 473.0; 383.0; 78.0; 78.0; ; 19.0; 28.0; 92.0; 8.0; 673.0; 22.0; ; 271.0; 271.0; 263.0; 49.0; ; 233.0; 282.0; 166.0; 174.0; 423.0; ; 407.0; 448.0; ; 92.0; 148.0; 190.0,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/200454043,http://dx.doi.org/10.1093/ntr/ntz159,,
Nicotine & Tobacco Research,1047,1,0,2,colHd,,%,,,; 55.3; 44.7; 9.1; 9.1; ; 2.3; 3.3; 10.9; 1.0; 79.9; 2.6; ; 31.7; 31.7; 30.8; 5.7; ; 27.3; 33.0; 19.4; 20.4; 49.7; ; 47.6; 52.4; ; 10.8; 17.3; 22.3,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/200454043,http://dx.doi.org/10.1093/ntr/ntz159,,
Nicotine & Tobacco Research,1047,1,0,3,colHd,group,VLNC group (n = 857) n,,,; 481.0; 376.0; 80.0; 88.0; ; 14.0; 28.0; 76.0; 2.0; 701.0; 20.0; ; 277.0; 251.0; 267.0; 57.0; ; 249.0; 284.0; 153.0; 171.0; 419.0; ; 430.0; 427.0; ; 92.0; 135.0; 200.0,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/200454043,http://dx.doi.org/10.1093/ntr/ntz159,,
Nicotine & Tobacco Research,1047,1,0,4,colHd,,%,,,; 56.1; 43.9; 9.4; 10.3; ; 1.7; 3.3; 9.0; 0.2; 83.4; 2.4; ; 32.5; 29.5; 31.3; 6.7; ; 29.1; 33.1; 17.9; 20.0; 49.2; ; 50.2; 49.8; ; 10.8; 15.8; 23.4,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/200454043,http://dx.doi.org/10.1093/ntr/ntz159,,
Nicotine & Tobacco Research,1074,1,1,0,sbjCol,Age,"Age, mean years",,,43.00; 43.37; 42.79; 43.54; 43.17,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/204606295,http://dx.doi.org/10.1093/ntr/ntz194,,
Nicotine & Tobacco Research,1074,1,2,0,sbjCol,SD,(SD),,,(15.21); (14.45); (14.29); (14.18); (14.53),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/204606295,http://dx.doi.org/10.1093/ntr/ntz194,,
Nicotine & Tobacco Research,1074,1,3,0,sbjCol,range,[range],,,[18–83]; [18–80]; [19–85]; [18–81]; [18–85],https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/204606295,http://dx.doi.org/10.1093/ntr/ntz194,,
Nicotine & Tobacco Research,1074,1,4,0,sbjCol,Age,"Age, years",,,,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/204606295,http://dx.doi.org/10.1093/ntr/ntz194,,
Nicotine & Tobacco Research,1074,1,5,0,sbjCol,Age,18–25,,,61 (13); 41 (9); 49 (10); 48 (10); 199 (11),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/204606295,http://dx.doi.org/10.1093/ntr/ntz194,,
Nicotine & Tobacco Research,1074,1,6,0,sbjCol,Age,26–34,,,105 (22); 111 (25); 120 (26); 100 (21); 437 (23),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/204606295,http://dx.doi.org/10.1093/ntr/ntz194,,
Nicotine & Tobacco Research,1074,1,7,0,sbjCol,Age,35–44,,,115 (24); 109 (24); 100 (22); 114 (24); 437 (23),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/204606295,http://dx.doi.org/10.1093/ntr/ntz194,,
Nicotine & Tobacco Research,1074,1,8,0,sbjCol,Age,45–54,,,64 (13); 71 (16); 75 (16); 89 (19); 299 (16),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/204606295,http://dx.doi.org/10.1093/ntr/ntz194,,
Nicotine & Tobacco Research,1074,1,9,0,sbjCol,Age,55–64,,,83 (17); 76 (17); 91 (19); 80 (17); 330 (18),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/204606295,http://dx.doi.org/10.1093/ntr/ntz194,,
Nicotine & Tobacco Research,1074,1,10,0,sbjCol,Age,65+,,,50 (11); 43 (9); 35 (7); 42 (9); 170 (9),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/204606295,http://dx.doi.org/10.1093/ntr/ntz194,,
Nicotine & Tobacco Research,1074,1,11,0,sbjCol,Race/Ethnicity,Race,,,,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/204606295,http://dx.doi.org/10.1093/ntr/ntz194,Race/Ethnicity,
Nicotine & Tobacco Research,1074,1,12,0,sbjCol,Race/Ethnicity,American Indian or Alaskan native,,,12 (3); 10 (2); 12 (3); 4 (1); 38 (2),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/204606295,http://dx.doi.org/10.1093/ntr/ntz194,Race/Ethnicity,American Indian and Alaska Native; 
Nicotine & Tobacco Research,1074,1,13,0,sbjCol,Race/Ethnicity,Asian,,,16 (3); 20 (4); 15 (3); 20 (4); 71 (3),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/204606295,http://dx.doi.org/10.1093/ntr/ntz194,Race/Ethnicity,Asian; 
Nicotine & Tobacco Research,1074,1,14,0,sbjCol,Race/Ethnicity,Black or African American,,,34 (7); 54 (12); 47 (10); 51 (11); 186 (10),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/204606295,http://dx.doi.org/10.1093/ntr/ntz194,Race/Ethnicity,Black or African American; 
Nicotine & Tobacco Research,1074,1,15,0,sbjCol,Race/Ethnicity,Native Hawaiian or Pacific Islander,,,3 (1); 2 (1); 2 (1); 2 (1); 9 (1),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/204606295,http://dx.doi.org/10.1093/ntr/ntz194,Race/Ethnicity,Native Hawaiian and Other Pacific Islander; 
Nicotine & Tobacco Research,1074,1,16,0,sbjCol,Race/Ethnicity,White,,,389 (81); 349 (77); 378 (80); 376 (79); 1492 (80),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/204606295,http://dx.doi.org/10.1093/ntr/ntz194,Race/Ethnicity,White; 
Nicotine & Tobacco Research,1074,1,17,0,sbjCol,Race/Ethnicity,Other,,,24 (5); 16 (4); 16 (3); 20 (4); 76 (4),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/204606295,http://dx.doi.org/10.1093/ntr/ntz194,Race/Ethnicity,Others; 
Nicotine & Tobacco Research,1074,1,18,0,sbjCol,Race/Ethnicity,Hispanic,,,43 (9); 36 (8); 36 (8); 40 (8); 155 (8),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/204606295,http://dx.doi.org/10.1093/ntr/ntz194,Race/Ethnicity,; Hispanic
Nicotine & Tobacco Research,1074,1,19,0,sbjCol,Race/Ethnicity,Female,,,"262 (55); 245 (54); 261 (55); 252 (53); 1,020 (54)",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/204606295,http://dx.doi.org/10.1093/ntr/ntz194,,
Nicotine & Tobacco Research,1074,1,20,0,sbjCol,Race/Ethnicity,"Gay, lesbian or bisexual",,,54 (11); 38 (8); 48 (10); 43 (9); 183 (10),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/204606295,http://dx.doi.org/10.1093/ntr/ntz194,,
Nicotine & Tobacco Research,1074,1,21,0,sbjCol,Education,Education,,,,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/204606295,http://dx.doi.org/10.1093/ntr/ntz194,,
Nicotine & Tobacco Research,1074,1,22,0,sbjCol,Education,High school or less,,,145 (30); 127 (28); 149 (32); 141 (30); 562 (30),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/204606295,http://dx.doi.org/10.1093/ntr/ntz194,,
Nicotine & Tobacco Research,1074,1,23,0,sbjCol,Education,Some college,,,139 (29); 141 (31); 145 (30); 154 (32); 579 (31),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/204606295,http://dx.doi.org/10.1093/ntr/ntz194,,
Nicotine & Tobacco Research,1074,1,24,0,sbjCol,Education,College graduate or associate’s degree,,,161 (34); 144 (32); 146 (31); 141 (30); 592 (32),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/204606295,http://dx.doi.org/10.1093/ntr/ntz194,,
Nicotine & Tobacco Research,1074,1,25,0,sbjCol,Education,Graduate degree,,,25 (5); 33 (7); 27 (6); 30 (6); 115 (6),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/204606295,http://dx.doi.org/10.1093/ntr/ntz194,,
Nicotine & Tobacco Research,1074,1,26,0,sbjCol,Education,Did not answer,,,8 (2); 6 (2); 3 (1); 7 (2); 24 (1),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/204606295,http://dx.doi.org/10.1093/ntr/ntz194,,
Nicotine & Tobacco Research,1074,1,27,0,sbjCol,Income/SES,"Household income, annual",,,,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/204606295,http://dx.doi.org/10.1093/ntr/ntz194,,
Nicotine & Tobacco Research,1074,1,28,0,sbjCol,Income/SES,"US$0–US$24,999",,,105 (22); 129 (29); 140 (30); 129 (27); 503 (27),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/204606295,http://dx.doi.org/10.1093/ntr/ntz194,,
Nicotine & Tobacco Research,1074,1,29,0,sbjCol,Income/SES,"US$25,000–US$49,999",,,162 (34); 142 (31); 142 (30); 141 (30); 587 (32),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/204606295,http://dx.doi.org/10.1093/ntr/ntz194,,
Nicotine & Tobacco Research,1074,1,30,0,sbjCol,Income/SES,"US$50,000US$74,999",,,87 (18); 88 (20); 91 (19); 98 (21); 364 (19),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/204606295,http://dx.doi.org/10.1093/ntr/ntz194,,
Nicotine & Tobacco Research,1074,1,31,0,sbjCol,Income/SES,"US $75,000+",,,116 (24); 87 (19); 93 (19); 97 (20); 393 (21),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/204606295,http://dx.doi.org/10.1093/ntr/ntz194,,
Nicotine & Tobacco Research,1074,1,32,0,sbjCol,Income/SES,Did not answer,,,8 (2); 5(1); 4 (1); 8 (2); 25 (1),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/204606295,http://dx.doi.org/10.1093/ntr/ntz194,,
Nicotine & Tobacco Research,1074,1,33,0,sbjCol,Type of tobacco user,Type of tobacco user,,,,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/204606295,http://dx.doi.org/10.1093/ntr/ntz194,,
Nicotine & Tobacco Research,1074,1,34,0,sbjCol,Type of tobacco user,E-cigarettes only,,,112 (23); 72 (16); 87 (19); 79 (17); 350 (19),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/204606295,http://dx.doi.org/10.1093/ntr/ntz194,,
Nicotine & Tobacco Research,1074,1,35,0,sbjCol,Type of tobacco user,Cigarettes only,,,190 (40); 182 (40); 190 (40); 187 (40); 749 (40),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/204606295,http://dx.doi.org/10.1093/ntr/ntz194,,
Nicotine & Tobacco Research,1074,1,36,0,sbjCol,Type of tobacco user,Dual user,,,176 (37); 197 (44); 193 (41); 207 (44); 773 (41),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/204606295,http://dx.doi.org/10.1093/ntr/ntz194,,
Nicotine & Tobacco Research,1074,1,37,0,sbjCol,Other tobacco product use,Other tobacco product use,,,,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/204606295,http://dx.doi.org/10.1093/ntr/ntz194,,
Nicotine & Tobacco Research,1074,1,38,0,sbjCol,Other tobacco product use,LCC,,,87 (18); 100 (22); 87 (19); 100 (21); 374 (20),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/204606295,http://dx.doi.org/10.1093/ntr/ntz194,,
Nicotine & Tobacco Research,1074,1,39,0,sbjCol,Other tobacco product use,Traditional cigars,,,74 (15); 85 (19); 89 (19); 72 (15); 320 (17),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/204606295,http://dx.doi.org/10.1093/ntr/ntz194,,
Nicotine & Tobacco Research,1074,1,40,0,sbjCol,Other tobacco product use,Hookah,,,43 (9); 37 (8); 47 (10); 42 (9); 169 (9),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/204606295,http://dx.doi.org/10.1093/ntr/ntz194,,
Nicotine & Tobacco Research,1074,1,0,0,colHd,,,,,"Age, mean years; (SD); [range]; Age, years; 18–25; 26–34; 35–44; 45–54; 55–64; 65+; Race; American Indian or Alaskan native; Asian; Black or African American; Native Hawaiian or Pacific Islander; White; Other; Hispanic; Female; Gay, lesbian or bisexual; Education; High school or less; Some college; College graduate or associate’s degree; Graduate degree; Did not answer; Household income, annual; US$0–US$24,999; US$25,000–US$49,999; US$50,000US$74,999; US $75,000+; Did not answer; Type of tobacco user; E-cigarettes only; Cigarettes only; Dual user; Other tobacco product use; LCC; Traditional cigars; Hookah",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/204606295,http://dx.doi.org/10.1093/ntr/ntz194,,
Nicotine & Tobacco Research,1074,1,0,1,colHd,Panel,Panel 1 (n = 478) n (%),,,43.00; (15.21); [18–83]; ; 61 (13); 105 (22); 115 (24); 64 (13); 83 (17); 50 (11); ; 12 (3); 16 (3); 34 (7); 3 (1); 389 (81); 24 (5); 43 (9); 262 (55); 54 (11); ; 145 (30); 139 (29); 161 (34); 25 (5); 8 (2); ; 105 (22); 162 (34); 87 (18); 116 (24); 8 (2); ; 112 (23); 190 (40); 176 (37); ; 87 (18); 74 (15); 43 (9),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/204606295,http://dx.doi.org/10.1093/ntr/ntz194,,
Nicotine & Tobacco Research,1074,1,0,2,colHd,Panel,Panel 2 (n = 451) n (%),,,43.37; (14.45); [18–80]; ; 41 (9); 111 (25); 109 (24); 71 (16); 76 (17); 43 (9); ; 10 (2); 20 (4); 54 (12); 2 (1); 349 (77); 16 (4); 36 (8); 245 (54); 38 (8); ; 127 (28); 141 (31); 144 (32); 33 (7); 6 (2); ; 129 (29); 142 (31); 88 (20); 87 (19); 5(1); ; 72 (16); 182 (40); 197 (44); ; 100 (22); 85 (19); 37 (8),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/204606295,http://dx.doi.org/10.1093/ntr/ntz194,,
Nicotine & Tobacco Research,1074,1,0,3,colHd,Panel,Panel 3 (n = 470) n (%),,,42.79; (14.29); [19–85]; ; 49 (10); 120 (26); 100 (22); 75 (16); 91 (19); 35 (7); ; 12 (3); 15 (3); 47 (10); 2 (1); 378 (80); 16 (3); 36 (8); 261 (55); 48 (10); ; 149 (32); 145 (30); 146 (31); 27 (6); 3 (1); ; 140 (30); 142 (30); 91 (19); 93 (19); 4 (1); ; 87 (19); 190 (40); 193 (41); ; 87 (19); 89 (19); 47 (10),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/204606295,http://dx.doi.org/10.1093/ntr/ntz194,,
Nicotine & Tobacco Research,1074,1,0,4,colHd,Panel,Panel 4 (n = 473) n (%),,,43.54; (14.18); [18–81]; ; 48 (10); 100 (21); 114 (24); 89 (19); 80 (17); 42 (9); ; 4 (1); 20 (4); 51 (11); 2 (1); 376 (79); 20 (4); 40 (8); 252 (53); 43 (9); ; 141 (30); 154 (32); 141 (30); 30 (6); 7 (2); ; 129 (27); 141 (30); 98 (21); 97 (20); 8 (2); ; 79 (17); 187 (40); 207 (44); ; 100 (21); 72 (15); 42 (9),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/204606295,http://dx.doi.org/10.1093/ntr/ntz194,,
Nicotine & Tobacco Research,1074,1,0,5,colHd,Overall,"Overall (n = 1,872) n (%)",,,"43.17; (14.53); [18–85]; ; 199 (11); 437 (23); 437 (23); 299 (16); 330 (18); 170 (9); ; 38 (2); 71 (3); 186 (10); 9 (1); 1492 (80); 76 (4); 155 (8); 1,020 (54); 183 (10); ; 562 (30); 579 (31); 592 (32); 115 (6); 24 (1); ; 503 (27); 587 (32); 364 (19); 393 (21); 25 (1); ; 350 (19); 749 (40); 773 (41); ; 374 (20); 320 (17); 169 (9)",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/204606295,http://dx.doi.org/10.1093/ntr/ntz194,,
Nicotine & Tobacco Research,1074,3,1,0,sbjCol,Participant characteristics,Participant characteristics,,,,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/204606303,http://dx.doi.org/10.1093/ntr/ntz194,,
Nicotine & Tobacco Research,1074,3,2,0,sbjCol,Participant characteristics,Age,,,.01; .00; .010,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/204606303,http://dx.doi.org/10.1093/ntr/ntz194,,
Nicotine & Tobacco Research,1074,3,3,0,sbjCol,Participant characteristics,White,,,−.25; .07; <.001,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/204606303,http://dx.doi.org/10.1093/ntr/ntz194,Race/Ethnicity,White; 
Nicotine & Tobacco Research,1074,3,4,0,sbjCol,Race/Ethnicity,Hispanic,,,.16; .09; .085,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/204606303,http://dx.doi.org/10.1093/ntr/ntz194,Race/Ethnicity,; Hispanic
Nicotine & Tobacco Research,1074,3,5,0,sbjCol,Participant characteristics,Female,,,.35; .06; <.001,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/204606303,http://dx.doi.org/10.1093/ntr/ntz194,,
Nicotine & Tobacco Research,1074,3,6,0,sbjCol,Participant characteristics,"Gay, lesbian, or bisexual",,,−.19; .10; .049,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/204606303,http://dx.doi.org/10.1093/ntr/ntz194,,
Nicotine & Tobacco Research,1074,3,7,0,sbjCol,Participant characteristics,Bachelor’s degree or higher,,,.03; .06; .631,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/204606303,http://dx.doi.org/10.1093/ntr/ntz194,,
Nicotine & Tobacco Research,1074,3,8,0,sbjCol,Participant characteristics,OTP user,,,.17; .06; .008,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/204606303,http://dx.doi.org/10.1093/ntr/ntz194,,
Nicotine & Tobacco Research,1074,3,9,0,sbjCol,Type of tobacco user,Type of tobacco user,,,,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/204606303,http://dx.doi.org/10.1093/ntr/ntz194,,
Nicotine & Tobacco Research,1074,3,10,0,sbjCol,Type of tobacco user,Only cigarettes,,,REF; REF; ,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/204606303,http://dx.doi.org/10.1093/ntr/ntz194,,
Nicotine & Tobacco Research,1074,3,11,0,sbjCol,Type of tobacco user,Only e-cigarettes,,,−.75; .08; <.001,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/204606303,http://dx.doi.org/10.1093/ntr/ntz194,,
Nicotine & Tobacco Research,1074,3,12,0,sbjCol,Type of tobacco user,Dual user,,,−.39; .06; <.001,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/204606303,http://dx.doi.org/10.1093/ntr/ntz194,,
Nicotine & Tobacco Research,1074,3,13,0,sbjCol,Message characteristics,Message characteristics,,,,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/204606303,http://dx.doi.org/10.1093/ntr/ntz194,,
Nicotine & Tobacco Research,1074,3,14,0,sbjCol,Health knowledge,Health harm category,,,,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/204606303,http://dx.doi.org/10.1093/ntr/ntz194,,
Nicotine & Tobacco Research,1074,3,15,0,sbjCol,Health knowledge,Addiction,,,REF; REF; ,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/204606303,http://dx.doi.org/10.1093/ntr/ntz194,,
