Conference,paperIdx,tableIdx,rowIdx,colIdx,type,sc_ch_semantic_0,sc_ch_raw,sc_ch_raw_type,human_Check,obj_cell_values,tableLink,paperLink,semantic_0_clean,semantic_1
Nicotine & Tobacco Research,640,1,24,0,sbjCol,% (N) Medication**,Othera,,,19.0 (199); 17.0 (116); 16.3 (42); 19.2 (87),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113606854,http://dx.doi.org/10.1093/ntr/ntw258,Race/Ethnicity,Others; 
Nicotine & Tobacco Research,641,1,6,0,sbjCol,Race/Ethnicity,Maternal race/ethnicity,,,; ; ; <.001; <.001,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/87829108,http://dx.doi.org/10.1093/ntr/ntw237,Race/Ethnicity,
Nicotine & Tobacco Research,641,1,7,0,sbjCol,Race/Ethnicity,"White, non-Hispanic",,,54.4 (53.9–54.8); 65.5 (62.3–68.7); 73.0 (72.0–73.9); ; ,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/87829108,http://dx.doi.org/10.1093/ntr/ntw237,Race/Ethnicity,White; non-Hispanic
Nicotine & Tobacco Research,641,1,8,0,sbjCol,Race/Ethnicity,"Black, non-Hispanic",,,14.0 (13.6–14.3); 6.5 (5.3–7.8); 12.2 (11.6–12.9); ; ,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/87829108,http://dx.doi.org/10.1093/ntr/ntw237,Race/Ethnicity,Black or African American; non-Hispanic 
Nicotine & Tobacco Research,641,1,9,0,sbjCol,Race/Ethnicity,Hispanic,,,23.1 (22.7–23.4); 20.9 (17.9–24.2); 9.0 (8.3–9.8); ; ,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/87829108,http://dx.doi.org/10.1093/ntr/ntw237,Race/Ethnicity,; Hispanic
Nicotine & Tobacco Research,641,1,10,0,sbjCol,Race/Ethnicity,Other race/ethnicity,,,8.6 (8.3–8.9); 7.1 (5.7–8.7); 5.8 (5.4–6.2); ; ,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/87829108,http://dx.doi.org/10.1093/ntr/ntw237,Race/Ethnicity,Others; 
Nicotine & Tobacco Research,644,2,6,0,sbjCol,Race/Ethnicity,Latino ethnicity,,,20 (50.0%); 11 (29.7%); 2.36 (0.93–6.04); .07,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/119654012,http://dx.doi.org/10.1093/ntr/ntw212,Race/Ethnicity,Latino; 
Nicotine & Tobacco Research,644,2,7,0,sbjCol,Race/Ethnicity,Black race,,,16 (40.0%); 22 (59.5%); 0.46 (0.18–1.13); .08,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/119654012,http://dx.doi.org/10.1093/ntr/ntw212,Race/Ethnicity,Black or African American; 
Nicotine & Tobacco Research,645,1,23,0,sbjCol,Race/Ethnicity,Race/ethnicity,,,,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/87829174,http://dx.doi.org/10.1093/ntr/ntw261,Race/Ethnicity,
Nicotine & Tobacco Research,645,1,24,0,sbjCol,Race/Ethnicity,Mexican American,,,"14% (11%, 17%)",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/87829174,http://dx.doi.org/10.1093/ntr/ntw261,Race/Ethnicity,Mexian American; Hispanic
Nicotine & Tobacco Research,645,1,25,0,sbjCol,Race/Ethnicity,Other Hispanic,,,"7% (5%, 9%)",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/87829174,http://dx.doi.org/10.1093/ntr/ntw261,Race/Ethnicity,Others; Hispanic
Nicotine & Tobacco Research,645,1,26,0,sbjCol,Race/Ethnicity,Non-Hispanic white,,,"58% (53%, 63%)",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/87829174,http://dx.doi.org/10.1093/ntr/ntw261,Race/Ethnicity,White; non-Hispanic
Nicotine & Tobacco Research,645,1,27,0,sbjCol,Race/Ethnicity,Non-Hispanic black,,,"14% (12%, 18%)",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/87829174,http://dx.doi.org/10.1093/ntr/ntw261,Race/Ethnicity,Black or African American; non-Hispanic
Nicotine & Tobacco Research,645,1,28,0,sbjCol,Race/Ethnicity,Other/multiracial,,,"7% (6%, 9%)",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/87829174,http://dx.doi.org/10.1093/ntr/ntw261,Race/Ethnicity,Others; 
Nicotine & Tobacco Research,651,1,28,0,sbjCol,Reason to stop smoking,Other,,,130 (53.9%); 28 (48.3%); ; 77 (52.0%); 81 (55.5%); ,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/105412038,http://dx.doi.org/10.1093/ntr/ntw276,Race/Ethnicity,Others; 
Nicotine & Tobacco Research,654,1,4,0,sbjCol,Race/Ethnicity,Ethnicity: n (%),,,Romanian; 347 (50.0); 371 (55.0); .066; 0.812; 0.05,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113606378,http://dx.doi.org/10.1093/ntr/ntw308,Race/Ethnicity,
Nicotine & Tobacco Research,654,1,5,0,sbjCol,Race/Ethnicity,Ethnicity: n (%),,1.0,Non-Romanian; 347 (50.0); 304 (45.0); .066; 0.812; 0.05,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113606378,http://dx.doi.org/10.1093/ntr/ntw308,Race/Ethnicity,
Nicotine & Tobacco Research,654,2,8,0,sbjCol,Race/Ethnicity,Ethnicity,,,,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113606383,http://dx.doi.org/10.1093/ntr/ntw308,Race/Ethnicity,
Nicotine & Tobacco Research,654,2,10,0,sbjCol,Race/Ethnicity,Non-Romanian,,,—; —; Ref.; —; —; Ref.,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113606383,http://dx.doi.org/10.1093/ntr/ntw308,Race/Ethnicity,Non-Romanian; 
Nicotine & Tobacco Research,658,1,7,0,sbjCol,Race/Ethnicity,"Race, n (%)a",,,,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/96536039,http://dx.doi.org/10.1093/ntr/ntw312,Race/Ethnicity,
Nicotine & Tobacco Research,658,1,8,0,sbjCol,Race/Ethnicity,Black,,,2300 (20.5); 2685 (23.9); 5593 (49.8); 662 (5.9); 11 240,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/96536039,http://dx.doi.org/10.1093/ntr/ntw312,Race/Ethnicity,Black or African American; 
Nicotine & Tobacco Research,658,1,9,0,sbjCol,Race/Ethnicity,White,,,3658 (20.5); 5953 (33.4); 7249 (40.7); 964 (5.4); 17 824,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/96536039,http://dx.doi.org/10.1093/ntr/ntw312,Race/Ethnicity,White; 
Nicotine & Tobacco Research,658,1,10,0,sbjCol,Race/Ethnicity,Other,,,159 (12.6); 244 (19.3); 783 (61.8); 80 (6.3); 1266,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/96536039,http://dx.doi.org/10.1093/ntr/ntw312,Race/Ethnicity,Others; 
Nicotine & Tobacco Research,660,1,3,0,sbjCol,Race/Ethnicity,Race,,,,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/96535775,http://dx.doi.org/10.1093/ntr/ntw301,Race/Ethnicity,
Nicotine & Tobacco Research,660,1,4,0,sbjCol,Race/Ethnicity,White,,,154 (77.0%); 154 (76.2%); 156 (77.6%),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/96535775,http://dx.doi.org/10.1093/ntr/ntw301,Race/Ethnicity,White; 
Nicotine & Tobacco Research,660,1,5,0,sbjCol,Race/Ethnicity,Black or African American,,,42 (21.0%); 43 (21.3%); 37 (18.4%),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/96535775,http://dx.doi.org/10.1093/ntr/ntw301,Race/Ethnicity,Black or African American; 
Nicotine & Tobacco Research,660,1,6,0,sbjCol,Race/Ethnicity,Other,,,4 (2.0%); 5 (2.5%); 8 (4.0%),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/96535775,http://dx.doi.org/10.1093/ntr/ntw301,Race/Ethnicity,Others; 
Nicotine & Tobacco Research,660,1,7,0,sbjCol,Race/Ethnicity,Ethnicity,,,,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/96535775,http://dx.doi.org/10.1093/ntr/ntw301,Race/Ethnicity,
Nicotine & Tobacco Research,660,1,8,0,sbjCol,Race/Ethnicity,Hispanic or Latino,,,10 (5.0%); 26 (12.9%); 16 (8.0%),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/96535775,http://dx.doi.org/10.1093/ntr/ntw301,Race/Ethnicity,Latino; Hispanic
Nicotine & Tobacco Research,660,1,9,0,sbjCol,Race/Ethnicity,Not Hispanic or Latino,,,190 (95.5%); 176 (87.1%); 185 (92.0%),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/96535775,http://dx.doi.org/10.1093/ntr/ntw301,Race/Ethnicity,Latino; non-Hispanic
Nicotine & Tobacco Research,661,2,6,0,sbjCol,Others,Others,,,7 (21),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/105410866,http://dx.doi.org/10.1093/ntr/ntw250,Race/Ethnicity,Others; 
Nicotine & Tobacco Research,663,2,15,0,sbjCol,Gender,Other,,,10 (4.6); Other; 4 (1.9),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113606620,http://dx.doi.org/10.1093/ntr/ntx011,Race/Ethnicity,Others; 
Nicotine & Tobacco Research,663,2,17,0,sbjCol,Race/Ethnicity,Ethnicity,,,; Housing; ,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113606620,http://dx.doi.org/10.1093/ntr/ntx011,Race/Ethnicity,
Nicotine & Tobacco Research,663,2,18,0,sbjCol,Race/Ethnicity,Aboriginal,,,25 (10.4); Living with parent; 59 (25.2),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113606620,http://dx.doi.org/10.1093/ntr/ntx011,Race/Ethnicity,aboriginal; 
Nicotine & Tobacco Research,663,2,19,0,sbjCol,Race/Ethnicity,Black/African/Caribbean,,,46 (19.1); Rented or owned; 118 (50.4),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113606620,http://dx.doi.org/10.1093/ntr/ntx011,Race/Ethnicity,Black or African American; 
Nicotine & Tobacco Research,663,2,20,0,sbjCol,Race/Ethnicity,Central Asian,,,1 (0.4); Homeless; 12 (5.1),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113606620,http://dx.doi.org/10.1093/ntr/ntx011,Race/Ethnicity,Central Asian; 
Nicotine & Tobacco Research,663,2,21,0,sbjCol,Race/Ethnicity,East/South East Asian,,,16 (6.6); Social Housing; 17 (7.3),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113606620,http://dx.doi.org/10.1093/ntr/ntx011,Race/Ethnicity,Asian; 
Nicotine & Tobacco Research,663,2,22,0,sbjCol,Race/Ethnicity,Latin America,,,12 (5.0); Couch-Surfing; 25 (10.7),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113606620,http://dx.doi.org/10.1093/ntr/ntx011,Race/Ethnicity,Latin American; 
Nicotine & Tobacco Research,663,2,23,0,sbjCol,Race/Ethnicity,Middle Eastern,,,7 (2.9); University/College Residence; 3 (1.3),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113606620,http://dx.doi.org/10.1093/ntr/ntx011,Race/Ethnicity,middle eastern; 
Nicotine & Tobacco Research,663,2,24,0,sbjCol,Race/Ethnicity,South Asian,,,11 (4.6); Totalb; 234 (100.0),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113606620,http://dx.doi.org/10.1093/ntr/ntx011,Race/Ethnicity,South Asian; 
Nicotine & Tobacco Research,663,2,25,0,sbjCol,Race/Ethnicity,White,,,115 (47.7); ; ,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113606620,http://dx.doi.org/10.1093/ntr/ntx011,Race/Ethnicity,White; 
Nicotine & Tobacco Research,663,2,26,0,sbjCol,Race/Ethnicity,Other,,,8 (3.3); Education; ,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113606620,http://dx.doi.org/10.1093/ntr/ntx011,Race/Ethnicity,Others; 
Nicotine & Tobacco Research,664,1,4,0,sbjCol,Race/Ethnicity,Race,,,,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/96536194,http://dx.doi.org/10.1093/ntr/ntw384,Race/Ethnicity,
Nicotine & Tobacco Research,664,1,5,0,sbjCol,Race/Ethnicity,White,,,28; 63.60%; 33; 71.70%,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/96536194,http://dx.doi.org/10.1093/ntr/ntw384,Race/Ethnicity,White; 
Nicotine & Tobacco Research,664,1,6,0,sbjCol,Race/Ethnicity,Black,,,12; 27.30%; 13; 28.30%,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/96536194,http://dx.doi.org/10.1093/ntr/ntw384,Race/Ethnicity,Black or African American; 
Nicotine & Tobacco Research,664,1,7,0,sbjCol,Race/Ethnicity,Asian,,,1; 2.30%; 0; 0.00%,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/96536194,http://dx.doi.org/10.1093/ntr/ntw384,Race/Ethnicity,Asian; 
Nicotine & Tobacco Research,664,1,8,0,sbjCol,Race/Ethnicity,Other/multiracial,,,3; 6.80%; 0; 0.00%,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/96536194,http://dx.doi.org/10.1093/ntr/ntw384,Race/Ethnicity,Others; 
Nicotine & Tobacco Research,664,1,9,0,sbjCol,Race/Ethnicity,Ethnicity (Hispanic),,,7; 15.90%; 5; 10.90%,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/96536194,http://dx.doi.org/10.1093/ntr/ntw384,Race/Ethnicity,; Hispanic
Nicotine & Tobacco Research,665,1,6,0,sbjCol,Race/Ethnicity,Ethnicity,,,,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113606557,http://dx.doi.org/10.1093/ntr/ntw386,Race/Ethnicity,
Nicotine & Tobacco Research,665,1,7,0,sbjCol,Race/Ethnicity,"Non-Hispanic, Latino or Spanish origin",,,275; 94; 324; 96,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113606557,http://dx.doi.org/10.1093/ntr/ntw386,Race/Ethnicity,Latino or Spanish; non-Hispanic
Nicotine & Tobacco Research,665,1,8,0,sbjCol,Race/Ethnicity,"Hispanic, Latino or Spanish origin",,,16; 5; 11; 3,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113606557,http://dx.doi.org/10.1093/ntr/ntw386,Race/Ethnicity,; Hispanic
Nicotine & Tobacco Research,665,1,11,0,sbjCol,Race/Ethnicity,White or Caucasian,,,222; 76; 227; 67,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113606557,http://dx.doi.org/10.1093/ntr/ntw386,Race/Ethnicity,White; 
Nicotine & Tobacco Research,665,1,12,0,sbjCol,Race/Ethnicity,Black or African American,,,43; 15; 71; 21,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113606557,http://dx.doi.org/10.1093/ntr/ntw386,Race/Ethnicity,Black or African American; 
Nicotine & Tobacco Research,665,1,13,0,sbjCol,Race/Ethnicity,Asian,,,3; 1; 7; 2,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113606557,http://dx.doi.org/10.1093/ntr/ntw386,Race/Ethnicity,Asian; 
Nicotine & Tobacco Research,665,1,14,0,sbjCol,Race/Ethnicity,American Indian or Alaskan Native,,,0; 0; 4; 1,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113606557,http://dx.doi.org/10.1093/ntr/ntw386,Race/Ethnicity,American Indian and Alaska Native; 
Nicotine & Tobacco Research,665,1,16,0,sbjCol,Raceb,Other,,,23; 8; 25; 7,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113606557,http://dx.doi.org/10.1093/ntr/ntw386,Race/Ethnicity,Others; 
Nicotine & Tobacco Research,665,1,20,0,sbjCol,Primary language,Other,,,6; 3; 10; 3,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113606557,http://dx.doi.org/10.1093/ntr/ntw386,Race/Ethnicity,Others; 
Nicotine & Tobacco Research,665,1,27,0,sbjCol,Primary psychiatric diagnosis,Other,,,19; 7; 13; 4,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113606557,http://dx.doi.org/10.1093/ntr/ntw386,Race/Ethnicity,Others; 
Nicotine & Tobacco Research,665,1,34,0,sbjCol,Insurance statusc,Other,,,6; 2; 5; 1,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113606557,http://dx.doi.org/10.1093/ntr/ntw386,Race/Ethnicity,Others; 
Nicotine & Tobacco Research,666,2,21,0,sbjCol,Religion,Other,,,16 (1.0),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/96536318,http://dx.doi.org/10.1093/ntr/ntw397,Race/Ethnicity,Others; 
Nicotine & Tobacco Research,666,3,18,0,sbjCol,Location of documentationa (n = 270),Other,,,2 (0.7),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/96536321,http://dx.doi.org/10.1093/ntr/ntw397,Race/Ethnicity,Others; 
Nicotine & Tobacco Research,666,3,23,0,sbjCol,Cadre of physician who documented patients’ tobacco statusa (n = 270),Not specified,,,66 (24.4),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/96536321,http://dx.doi.org/10.1093/ntr/ntw397,Race/Ethnicity,not-Stated; 
Nicotine & Tobacco Research,666,5,12,0,sbjCol,Religion,Other,,,0 (0.0); 16 (100.0); 16 (100); ; ,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/96536327,http://dx.doi.org/10.1093/ntr/ntw397,Race/Ethnicity,Others; 
Nicotine & Tobacco Research,666,5,15,0,sbjCol,Employment status,Not employed,,,133 (27.7); 348 (72.3); 481 (100); ; ,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/96536327,http://dx.doi.org/10.1093/ntr/ntw397,Race/Ethnicity,not-Stated; 
Nicotine & Tobacco Research,666,6,12,0,sbjCol,Employment status,Not employed,,,1.52; 1.19–1.94; .001,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/96536328,http://dx.doi.org/10.1093/ntr/ntw397,Race/Ethnicity,not-Stated; 
Nicotine & Tobacco Research,667,1,5,0,sbjCol,Race/Ethnicity,Race,,,,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/96535833,http://dx.doi.org/10.1093/ntr/ntw304,Race/Ethnicity,
Nicotine & Tobacco Research,667,1,6,0,sbjCol,Race/Ethnicity,"White, non-Hispanic",,,19 (95); ; ,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/96535833,http://dx.doi.org/10.1093/ntr/ntw304,Race/Ethnicity,White; non-Hispanic
Nicotine & Tobacco Research,667,1,7,0,sbjCol,Race/Ethnicity,Other,,,1 (5); ; ,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/96535833,http://dx.doi.org/10.1093/ntr/ntw304,Race/Ethnicity,Others; 
Nicotine & Tobacco Research,668,1,3,0,sbjCol,Race/Ethnicity,"Race, n (%)",,,,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113606315,http://dx.doi.org/10.1093/ntr/ntw283,Race/Ethnicity,
Nicotine & Tobacco Research,668,1,4,0,sbjCol,Race/Ethnicity,White,,,57 (67.9); 66 (73.3),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113606315,http://dx.doi.org/10.1093/ntr/ntw283,Race/Ethnicity,White; 
Nicotine & Tobacco Research,668,1,5,0,sbjCol,Race/Ethnicity,Black,,,26 (31.0); 20 (22.2),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113606315,http://dx.doi.org/10.1093/ntr/ntw283,Race/Ethnicity,Black or African American; 
Nicotine & Tobacco Research,668,1,6,0,sbjCol,Race/Ethnicity,Other,,,1 (1.2); 4 (4.4),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113606315,http://dx.doi.org/10.1093/ntr/ntw283,Race/Ethnicity,Others; 
Nicotine & Tobacco Research,670,1,7,0,sbjCol,Main Topic,Other,,,0.4%; 1.8%; 0.7%; 0,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/118603306,http://dx.doi.org/10.1093/ntr/ntx170,Race/Ethnicity,Others; 
Nicotine & Tobacco Research,672,1,9,0,sbjCol,Race/Ethnicity,Race,,,,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120012478,http://dx.doi.org/10.1093/ntr/ntx109,Race/Ethnicity,
Nicotine & Tobacco Research,672,1,10,0,sbjCol,Race/Ethnicity,White,,,88% (161); 85% (173); 86% (334),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120012478,http://dx.doi.org/10.1093/ntr/ntx109,Race/Ethnicity,White; 
Nicotine & Tobacco Research,672,1,11,0,sbjCol,Race/Ethnicity,Black or African American,,,5% (10); 7% (15); 6% (25),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120012478,http://dx.doi.org/10.1093/ntr/ntx109,Race/Ethnicity,Black or African American; 
Nicotine & Tobacco Research,672,1,12,0,sbjCol,Race/Ethnicity,Native American,,,1% (2); 2% (3); 1% (5),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120012478,http://dx.doi.org/10.1093/ntr/ntx109,Race/Ethnicity,American Indian and Alaska Native; 
Nicotine & Tobacco Research,672,1,13,0,sbjCol,Race/Ethnicity,Asian,,,2% (4); 3% (7); 3% (11),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120012478,http://dx.doi.org/10.1093/ntr/ntx109,Race/Ethnicity,Asian; 
Nicotine & Tobacco Research,672,1,14,0,sbjCol,Race/Ethnicity,Other,,,4% (7); 3% (6); 3% (13),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120012478,http://dx.doi.org/10.1093/ntr/ntx109,Race/Ethnicity,Others; 
Nicotine & Tobacco Research,672,1,15,0,sbjCol,Race/Ethnicity,Hispanic,,,8% (14); 11% (23); 10% (37),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120012478,http://dx.doi.org/10.1093/ntr/ntx109,Race/Ethnicity,; Hispanic
Nicotine & Tobacco Research,672,3,50,0,sbjCol,Other,Other,,,,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120012483,http://dx.doi.org/10.1093/ntr/ntx109,Race/Ethnicity,Others; 
Nicotine & Tobacco Research,672,4,4,0,sbjCol,Race/Ethnicity,White race,,,0.05; 0.13; ; ; −0.02; 0.12; ; ,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120012485,http://dx.doi.org/10.1093/ntr/ntx109,Race/Ethnicity,White; 
Nicotine & Tobacco Research,673,1,13,0,sbjCol,Race/Ethnicity,Race/Ethnicity,,,,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013711,http://dx.doi.org/10.1093/ntr/ntx153,Race/Ethnicity,
Nicotine & Tobacco Research,673,1,14,0,sbjCol,Race/Ethnicity,"White, NH",,,3838; 3.4 (2.7 to 4.3); 7.5 (6.5 to 8.7); 16.3 (14.8 to 17.9); 35.6 (33.7 to 37.5); 37.2 (35.3 to 39.1),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013711,http://dx.doi.org/10.1093/ntr/ntx153,Race/Ethnicity,White; non-Hispanic
Nicotine & Tobacco Research,673,1,15,0,sbjCol,Race/Ethnicity,"Black, NH",,,425; 2.0 (1.0 to 3.6); 4.1 (2.4 to 6.9); 14.7 (11.0 to 19.4); 39.5 (34.0 to 45.4); 39.7 (34.1 to 45.6),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013711,http://dx.doi.org/10.1093/ntr/ntx153,Race/Ethnicity,Black or African American; non-Hispanic 
Nicotine & Tobacco Research,673,1,16,0,sbjCol,Race/Ethnicity,Hispanic,,,565; 3.9 (2.5 to 6.1); 4.5 (2.9 to 7.0); 19.6 (15.9 to 23.9); 37.8 (33.1 to 42.6); 34.2 (29.5 to 39.2),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013711,http://dx.doi.org/10.1093/ntr/ntx153,Race/Ethnicity,; Hispanic
Nicotine & Tobacco Research,673,1,17,0,sbjCol,Race/Ethnicity,"Other, NH",,,277; 2.3 (0.9 to 6.0); 9.4 (5.4 to 15.6); 16.3 (10.7 to 24.1); 37.1 (29.5 to 45.5); 34.9 (27.3 to 43.4),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013711,http://dx.doi.org/10.1093/ntr/ntx153,Race/Ethnicity,Others; non-Hispanic
Nicotine & Tobacco Research,673,2,12,0,sbjCol,Race/Ethnicity,Race/Ethnicity,,,,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013712,http://dx.doi.org/10.1093/ntr/ntx153,Race/Ethnicity,
Nicotine & Tobacco Research,673,2,13,0,sbjCol,Race/Ethnicity,"White, NH",,,REF; REF; REF; REF,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013712,http://dx.doi.org/10.1093/ntr/ntx153,Race/Ethnicity,White; non-Hispanic
Nicotine & Tobacco Research,673,2,14,0,sbjCol,Race/Ethnicity,"Black, NH",,,0.47 (0.22 to 1.01); 0.45 (0.25 to 0.83)*; 0.74 (0.50 to 1.09); 1.03 (0.77 to 1.38),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013712,http://dx.doi.org/10.1093/ntr/ntx153,Race/Ethnicity,Black or African American; non-Hispanic 
Nicotine & Tobacco Research,673,2,15,0,sbjCol,Race/Ethnicity,Hispanic,,,0.83 (0.46 to 1.49); 0.50 (0.30 to 0.84)**; 0.96 (0.70 to 1.31); 0.90 (0.69 to 1.18),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013712,http://dx.doi.org/10.1093/ntr/ntx153,Race/Ethnicity,; Hispanic
Nicotine & Tobacco Research,673,2,16,0,sbjCol,Race/Ethnicity,"Other, NH",,,0.50 (0.18 to 1.42); 0.88 (0.44 to 1.76); 0.76 (0.43 to 1.34); 0.91 (0.60 to 1.37),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013712,http://dx.doi.org/10.1093/ntr/ntx153,Race/Ethnicity,Others; non-Hispanic
Nicotine & Tobacco Research,673,4,19,0,sbjCol,Race/Ethnicity,Race/Ethnicity,,,**; ,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013715,http://dx.doi.org/10.1093/ntr/ntx153,Race/Ethnicity,
Nicotine & Tobacco Research,673,4,20,0,sbjCol,NH,"White, NH",,,42.0 (38.9 to 45.1); REF,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013715,http://dx.doi.org/10.1093/ntr/ntx153,Race/Ethnicity,White; non-Hispanic
Nicotine & Tobacco Research,673,4,21,0,sbjCol,NH,"Black, NH",,,51.5 (42.4 to 60.5); 0.96 (0.62 to 1.50),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013715,http://dx.doi.org/10.1093/ntr/ntx153,Race/Ethnicity,Black or African American; non-Hispanic 
Nicotine & Tobacco Research,673,4,22,0,sbjCol,Race/Ethnicity,Hispanic,,,56.7 (49.3 to 63.8); 1.33 (0.93 to 1.90),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013715,http://dx.doi.org/10.1093/ntr/ntx153,Race/Ethnicity,; Hispanic
Nicotine & Tobacco Research,673,4,23,0,sbjCol,NH,"Other, NH",,,41.3 (29.7 to 54.0); 0.75 (0.44 to 1.26),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013715,http://dx.doi.org/10.1093/ntr/ntx153,Race/Ethnicity,Others; non-Hispanic
Nicotine & Tobacco Research,674,1,9,0,sbjCol,Race/Ethnicity,Race/ethnicity,,,; ; ; ; ; ; <.001,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013471,http://dx.doi.org/10.1093/ntr/ntx181,Race/Ethnicity,
