index,Conference,Year,Title,PaperType,Abstract,Highlights,Link,Highlights.1,AuthorNames,AuthorAffiliation
2367,Nicotine & Tobacco Research,2020,Opioid Use and Rate of Nicotine Metabolism Among Pregnant Smokers,article,"Introduction Smokers who use opioids smoke more cigarettes per day (CPD) than non-opioid users, which could be due to the effects of opioids on nicotine metabolism. Moreover, nicotine metabolism increases during pregnancy, potentially making quitting more difficult for pregnant smokers. We examined nicotine metabolism and its association with opioid use (OU) and CPD in pregnant smokers. Methods We recruited pregnant women who smoked at least 5 CPD for a clinical trial of smoking cessation. Plasma nicotine metabolite ratio (NMR; trans-3′-hydroxycotinine (3HC)/cotinine)—a biomarker of nicotine metabolism—OU (involving methadone, buprenorphine, fentanyl, oxycodone, or tramadol), and CPD were assessed at baseline. We used linear regression to examine the associations between log-transformed NMR, OU, and CPD, adjusting for race/ethnicity and menthol smoking. Results Among 129 pregnant smokers, 25 (19%) were opioid users; most were maintained on methadone (n = 14). Compared to non-OU smokers, OU smokers had higher median CPD (10.0 vs. 7.0, p = .0007), serum 3HC (81.0 vs. 42.0 ng/mL, p = .0001), and NMR (0.63 vs. 0.43, p < .0001). In addition, methadone-maintained smokers had a higher median NMR than non-OU smokers (0.66 vs. 0.43, p = .0004). Adjusting for covariates, log-transformed NMR was greater in OU smokers (p = .012), specifically methadone-maintained smokers (p = .024), than non-OU smokers. Conclusions Our preliminary results show that OU is associated with a higher NMR in pregnant smokers. A larger study sample is needed to replicate this finding, examine potential mechanisms, and determine its clinical significance. Implications Among pregnant smokers, we observed that nicotine metabolism was significantly faster among opioid users—the majority of whom were on methadone maintenance—compared to nonusers, which could have implications for smoking cessation. Further studies are needed to replicate this finding, evaluate potential mechanisms, and determine its clinical significance. ",,http://dx.doi.org/10.1093/ntr/ntz073,,"Oncken, Cheryl; Mead, Erin L; Dornelas, Ellen A; Kuo, Chia-Ling; Sankey, Heather Z; Kranzler, Henry R; Thurlow, Sheila","Department of Medicine, University of Connecticut School of Medicine, Farmington, CT Department of Medicine, University of Connecticut School of Medicine, Farmington, CT Division of Oncology, Department of Medicine, Hartford Hospital, Hartford, CT Department of Medicine, University of Connecticut School of Medicine, Farmington, CT Department of Obstetrics and Gynecology, UMMS-Baystate, Springfield, MA Department of Psychiatry, University of Pennsylvania Perelman School of Medicine and Crescenz VAMC, Philadelphia, PA Department of Medicine, University of Connecticut School of Medicine, Farmington, CT"
1346,Nicotine & Tobacco Research,2016,Association of Cigarette Smoking With Interpersonal and Self-Directed Violence in a Large Community-Based Sample,article,"Introduction: Substance use is a major risk factor for various forms of violence, yet how cigarette smoking influences violence outcomes is incompletely understood. We investigated associations between cigarette smoking and three types of violence in a large, nationally representative, community-based sample. Methods: Adult subjects participating in both Wave 1 (2001–2002; N = 43 093) and Wave 2 (2004–2005; N = 34 653) of the National Epidemiological Survey on Alcohol and Related Conditions (NESARC) were stratified by daily cigarette smoking status at Wave 1, and individuals with unchanged smoking status between waves were analyzed (nonsmokers [consisting of never and former daily smokers]: N = 22 529; daily smokers: N = 7442). We created composites of other- and self-directed violence and victimization occurring between Waves 1 and 2, and performed logistic regression models, controlling for psychiatric diagnoses, alcohol and substance use, and relevant demographic covariates. Results: Daily smokers at Wave 1 were 2.1 (95% CI: 1.5–3.0), 2.5 (2.1–2.9), and 1.7 (1.5–2.1) times more likely than nonsmokers to report self-directed violence, other-directed violence, or victimization between Waves 1 and 2, respectively. Former daily smokers were significantly less likely to report other-directed violence than individuals who were never daily smokers. Conclusions: Daily cigarette smoking is temporally associated with multiple forms of violence compared to never and former cigarette smokers, even when common covariates associated with violence are controlled. Smoking status should be carefully controlled for in studies designed to identify risk factors for violence, and may be a useful component of violence risk assessment. Implications: The findings suggest that cigarette smoking status should be carefully and systematically controlled for in studies of violence risk factors. The findings also support further investigation of the utility of cigarette smoking status for violence risk assessment, and whether smoking cessation strategies mitigate violence risk. ",,http://dx.doi.org/10.1093/ntr/ntv287,,"Lewis, Alan S.; Oberleitner, Lindsay M. S.; Morgan, Peter T.; Picciotto, Marina R.; McKee, Sherry A.","Department of Psychiatry, Yale University School of Medicine, New Haven, CT Department of Psychiatry, Yale University School of Medicine, New Haven, CT Department of Psychiatry, Yale University School of Medicine, New Haven, CT Department of Psychiatry, Yale University School of Medicine, New Haven, CT Department of Psychiatry, Yale University School of Medicine, New Haven, CT"
2175,Nicotine & Tobacco Research,2020,Changes in Cigarettes per Day and Biomarkers of Exposure Among US Adult Smokers in the Population Assessment of Tobacco and Health Study Waves 1 and 2 (2013–2015),article,"Introduction Some studies have found some reduction in tobacco exposure and tobacco-related disease risk with decreased numbers of cigarettes smoked per day (CPD), but biomarker of exposure estimates by change in CPD are generally unavailable for the US population. Methods We analyzed biomarker of exposure data by smoking status from over 1100 adult exclusive daily cigarette smokers in Wave 1 of the Population Assessment of Tobacco and Health (PATH) Study who were either exclusive daily smokers or had quit tobacco use entirely at Wave 2. Wave 1 smoking categories consisted of “very light” (1–4 CPD), “light” (5–9 CPD), “moderate” (10–19 CPD), and “heavy” (20+ CPD), and Wave 2 categories were “quitters” (stopped smoking entirely), exclusive cigarette “reducers” (CPD decreased ≥ 50%), “maintainers” (CPD within 50%–150% of Wave 1 value), and “increasers” (CPD increased ≥ 50%). Results Complete quitters had significantly lower levels of TNE-2, NNAL, NNN, 2-Fluorene, HPMA, CYMA, and MHB3 at Wave 2 for all Wave 1 CPD categories, and decreases were often large. Moderate “reducers” had lower levels of NNAL and 1-Hydroxypyrene at Wave 2, and heavy “reducers” had lower levels of NNAL, 2-Fluorene, and MHB3. Light “increasers” had higher levels of TNE-2, NNAL, 2-Fluorene, CYMA, and cadmium at Wave 2, and heavy “increasers” had higher levels of NNAL and HPMA. Conclusions Smoking “reducers” and “increasers” had changes in some biomarker of tobacco exposure levels, but reductions were much greater and more consistent for complete quitters. Implications PATH longitudinal cohort study data show that some exclusive daily cigarette smokers increase or decrease CPD over time. These differences may result in moderate changes in the levels of some biomarkers such as NNAL. Even so, however, reductions in biomarker levels are much greater with complete smoking cessation. ",,http://dx.doi.org/10.1093/ntr/ntaa038,,"Rostron, Brian L; Corey, Catherine G; Chang, Joanne T; van Bemmel, Dana M; Miller, Mollie E; Chang, Cindy M","Center for Tobacco Products, Food and Drug Administration, Silver Spring, MD Center for Tobacco Products, Food and Drug Administration, Silver Spring, MD Center for Tobacco Products, Food and Drug Administration, Silver Spring, MD Center for Tobacco Products, Food and Drug Administration, Silver Spring, MD Center for Tobacco Products, Food and Drug Administration, Silver Spring, MD Center for Tobacco Products, Food and Drug Administration, Silver Spring, MD"
1616,Nicotine & Tobacco Research,2017,Lorcaserin for Smoking Cessation and Associated Weight Gain: A Randomized 12-Week Clinical Trial,article,"Introduction Lorcaserin is a selective serotonin 2C receptor agonist approved by the Food and Drug Administration for chronic weight management. Preclinical data suggest that it may also be effective in smoking cessation through modulation of the dopaminergic reward system. Methods This was a 12-week, randomized, double-blind, placebo-controlled trial conducted in 30 centers in the United States. Six hundred three adult smokers with a Body Mass Index of 18.5–35 kg/m2, averaging at least 10 cigarettes/day with no period of abstinence >3 months for the past year were randomized to lorcaserin 10 mg once daily (QD), 10 mg twice daily (BID) or placebo; all received standardized smoking cessation counseling weekly. The target quit date was day 15. The primary endpoint was the exhaled carbon monoxide confirmed Continuous Abstinence Rate for weeks 9–12 (month 3). Results Continuous Abstinence Rates for month 3 were 5.6%, 8.7%, and 15.3% for the placebo, QD and BID groups, respectively (BID vs. placebo odds ratio 3.02, 95% confidence interval 1.47, 6.22, p = .0027. Change in weight at week 12 (randomized population) was −0.01, −0.35 and −0.98 kg, respectively (p = .0004, BID vs. placebo), and +0.73, +0.76, and −0.41 kg in participants achieving month 3 continuous abstinence. The most frequent adverse events were headache, nausea, constipation, and fatigue. Conclusions Lorcaserin with counseling was associated with dose-related increases in smoking cessation and prevention of associated weight gain over a 3-month period. Further investigation of lorcaserin in smoking cessation is warranted. Trial Registration: ClinicalTrials.gov. Identifier: NCT02044874 Implications This randomized, controlled trial demonstrated that lorcaserin used in conjunction with standard cessation counseling was associated with dose-related increases in smoking cessation and prevention of associated weight gain. To our knowledge, this is the first demonstration in humans of a potential role of 5-HT2C agonism in the modulation of central neurological circuits involved with reward. ",,http://dx.doi.org/10.1093/ntr/ntw301,,"Shanahan, William R.; Rose, Jed E; Glicklich, Alan; Stubbe, Scott; Sanchez-Kam, Matilde","Department of Drug Development, Arena Pharmaceuticals, Inc., San Diego, CA; Department of Clinical Development, Anthera Pharmaceuticals Inc, Hayward, CA; Department of Psychiatry and Behavioral Sciences, Duke University Medical Center, Durham, NC; Department of Drug Development, Arena Pharmaceuticals, Inc., San Diego, CA; Department of Clilnical Development, Bird Rock Bio Inc., La Jolla, CA Department of Drug Development, Arena Pharmaceuticals, Inc., San Diego, CA; Department of Drug Development, Arena Pharmaceuticals, Inc., San Diego, CA;"
2692,Tobacco Induced Diseases,2019,Pro-tobacco marketing and anti-tobacco campaigns aimed at vulnerable populations: A review of the literature,REVIEW PAPER,The authors have completed and submitted the ICMJE Form for Disclosure of Potential Conflicts of Interest and none was reported.,,http://dx.doi.org/10.18332/tid/111397,,Tess Boley Cruz; Shyanika W. Rose; Brianna A. Lienemann; M. Justin Byron; Helen I. Meissner; Lourdes Baezconde-Garbanati; Li-Ling Huang; Dana M. Carroll; Claradina Soto; Jennifer B. Unger,"Keck School of Medicine, University of Southern California, Los Angeles, United States; Truth Initiative Schroeder Institute, Washington, United States; Center for Health Equity Transformation and Behavioral Science, University of Kentucky College of Medicine, Lexington, United States; Moores Cancer Center, University of California San Diego, San Diego, United States; Department of Family Medicine, School of Medicine, University of North Carolina at Chapel Hill, Chapel Hill, United States; Office of Disease Prevention, National Institutes of Health, Bethesda, United States; Global Health and Health Security, Taipei Medical University, Taipei, Taiwan; Masonic Cancer Center, University of Minnesota, Minneapolis, United States"
1457,Nicotine & Tobacco Research,2017,Adolescents’ Perceptions of an On-cigarette Health Warning,article,"Introduction In most countries, health warnings have been on cigarette packs for decades. We explored adolescents’ perceptions of a health warning on cigarettes. Methods Data come from the 2014 wave of a cross-sectional in-home survey with 11- to 16-year olds (N = 1205) from across the UK, with participants recruited from the general population using random location quota sampling. Participants were shown an image of a standard cigarette which displayed the warning “Smoking kills” and asked whether they thought this would (not) put people off starting to smoke, (not) make people want to give up smoking, and whether all cigarettes should (not) have health warnings on them. Results Most (71%) thought that an on-cigarette warning would put people off starting, although this decreased with age. Never smokers were more likely than current smokers to think that it would put people off starting. Approximately half (53%) thought that an on-cigarette warning would make people want to give up smoking, with this higher for never smokers and experimenters/past smokers than for current smokers. Most (85%) supported a warning on all cigarettes. There was support among each smoking group, although this was higher for never smokers and experimenters/past smokers than for current smokers, and higher for those indicating that most of their close friends do not smoke than for those indicating that most of their close friends do smoke. Conclusions The perception among adolescents that an on-cigarette warning could deter smoking, and the high support for a warning on all cigarettes, warrants further research. Implications Research on dissuasive cigarettes is at a nascent stage. This is the first study to explore how adolescents perceive a health warning (“Smoking kills”) on cigarettes. Almost three quarters of participants indicated that on-cigarette health warnings would deter people from starting to smoke, and 85% supported the inclusion of a warning on all cigarettes. While further research is clearly needed, these findings suggest that the inclusion of health warnings on cigarettes is considered appropriate by young people and may have a dissuasive effect. ",,http://dx.doi.org/10.1093/ntr/ntw165,,"Moodie, Crawford; MacKintosh, Anne Marie; Gallopel-Morvan, Karine; Hastings, Gerard; Ford, Allison","Institute for Social Marketing, School of Health Sciences, University of Stirling, Scotland, UK; UK Centre for Tobacco and Alcohol Studies; Institute for Social Marketing, School of Health Sciences, University of Stirling, Scotland, UK; UK Centre for Tobacco and Alcohol Studies; EHESP School of Public Health, EA7348 MOS, Rennes, France Institute for Social Marketing, School of Health Sciences, University of Stirling, Scotland, UK; UK Centre for Tobacco and Alcohol Studies; Institute for Social Marketing, School of Health Sciences, University of Stirling, Scotland, UK; UK Centre for Tobacco and Alcohol Studies;"
1509,Nicotine & Tobacco Research,2017,Reduced Exposure to Harmful and Potentially Harmful Smoke Constituents With the Tobacco Heating System 2.1,article,"Introduction: Heating rather than burning tobacco reduces levels of harmful and potentially harmful constituents, and consumer products using this approach aim to reduce exposure to tobacco toxicants. The Tobacco Heating System (THS) version 2.1 has been enhanced from earlier prototypes with an improved heat control and sensorial experience and thereby user acceptance. Exposure measurements are required to determine whether it may be possible to reduce the individual health risk compared to smoking combustible cigarettes (CCs). Methods: This controlled clinical study randomly assigned 40 smokers to either a group continuing to use of their own CC brand (n = 20) or a group switching to THS 2.1 (n = 20) for 5 days. Biomarkers of exposure were measured at baseline and on day 1 through day 5. Product consumption, Human Puffing Topography, the occurrence of adverse events, and an assessment of subjective effects, such as smoking satisfaction and enjoyment of respiratory tract sensations, were also determined. Results: The group of smokers who switched to THS 2.1 adapted their puffing behavior initially through longer puff duration and more puffs. During the duration of the study, total puff volume returned to baseline levels and the mean daily product consumption increased but with similar nicotine exposure compared to baseline CC use. Biomarkers of exposure to tobacco smoke toxicants which inform product risk assessment were significantly reduced with THS use compared to the CC group. THS 2.1 users experienced less reinforcing effects with THS 2.1 than with their own cigarette brand. Conclusions: THS 2.1 is a promising alternative to smoking CCs. Notwithstanding possible use adaption through consumption or puffing behavior, the exposure to harmful smoke constituents was markedly reduced with the new heated tobacco platform. Implications: Exposure markers to harmful and potentially harmful smoke constituents were lowered with the THS 2.1. Heating tobacco instead of burning can offer a potentially lower risk of delivering nicotine compared to CCs. ",,http://dx.doi.org/10.1093/ntr/ntw164,,"Lüdicke, Frank; Baker, Gizelle; Magnette, John; Picavet, Patrick; Weitkunat, Rolf","Philip Morris Products S.A., Research & Development, Neuchâtel, Switzerland Philip Morris Products S.A., Research & Development, Neuchâtel, Switzerland Philip Morris Products S.A., Research & Development, Neuchâtel, Switzerland Philip Morris Products S.A., Research & Development, Neuchâtel, Switzerland Philip Morris Products S.A., Research & Development, Neuchâtel, Switzerland"
1221,Nicotine & Tobacco Research,2016,Investigating the Effects of Exposure to Waterpipe Smoke on Pregnancy Outcomes Using an Animal Model,article,"Introduction: In recent years, waterpipe tobacco smoking has been increasing in popularity all over the world. In this study, we explored effects of waterpipe smoking on pregnancy outcomes in rats. Methods: Animals were exposed to waterpipe tobacco smoking using a whole body exposure system 2 hours per day during pregnancy. A control group was exposed to fresh air only. Results:  The results showed significant association between exposure to waterpipe smoke during pregnancy and low birth weight ( P < .01) and neonatal death ( P < .01). In addition, the rate of growth of offspring of the waterpipe group was significantly lower than that of control group as measured by body weight gain during the first 3 months of life ( P < .001). No effect was found for waterpipe smoking on mean number of progeny and male to female ratio among offspring.  Conclusion: Waterpipe smoking is associated with adverse effects on pregnancy outcomes. Implications: In this study, we investigated for the first time the effect of waterpipe smoking on pregnancy outcomes using animal model. The results clearly showed that waterpipe smoking is associated with adverse effects on pregnancy outcomes that include low birth weigh, neonatal survival, and growth retardation. ",,http://dx.doi.org/10.1093/ntr/ntv275,,"Khabour, Omar F.; Alzoubi, Karem H.; Al-Sheyab, Nihaya; Shihadeh, Alan; Eissenberg, Thomas","Department of Medical Laboratory Sciences, Jordan University of Science and Technology , Irbid , Jordan ;  Department of Clinical Pharmacy, Jordan University of Science and Technology , Irbid , Jordan ;  Department Maternal and Child Health, Jordan University of Science and Technology , Irbid , Jordan ;  Mechanical Engineering Department, American University of Beirut , Beirut , Lebanon ;  Center for the Study of Tobacco Products, Virginia Commonwealth University , Richmond, VA ;  Center for the Study of Tobacco Products, Virginia Commonwealth University , Richmond, VA ;  Department of Psychology and Center for the Study of Tobacco Products, Virginia Commonwealth University , Richmond, VA"
939,Nicotine & Tobacco Research,2015,Preliminary Evaluation of a New German Translated Tobacco Quality of Life Impact Tool to Discriminate Between Healthy Current and Former Smokers and to Explore the Effect of Switching Smokers to a Reduced Toxicant Prototype Cigarette,article,"Background: Assessment of health-related quality of life (HRQoL) is well established in clinical research, but ceiling effects in validated tools might prevent detection of changes in well respondents. Tobacco Quality of Life Impact Tool (TQOLITv1) uses conceptual and psychometric advances to enhance detection of HRQoL changes. Methods: In a 6-month, forced-switch study, the German TQOLITv1 was assessed in healthy adult (age 23–55 years) current and matched former-smokers. At baseline, smokers were switched to reduced toxicant prototype (RTP) or conventional cigarette for 6 months. TQOLITv1 responses were collected at baseline, 3 and 6 months from current smokers whilst former smokers completed it at the latter two time points. TQOLITv1 includes SF-36v2 and new smoking-specific, physical and general-health measures. Results:  Reliability at baseline was good (Cronbach’s coefficient alpha > 0.70) for all measures. The baseline percentage with the best possible score (ceiling effect) for former and current smokers was substantially better for the new physical function than SF-36 physical function measure (35% vs. 59% at ceiling, respectively). New smoking-specific measures discriminated current from former smokers better than general health measures. Smoking-specific symptoms ( r = 0.73) were more stable from baseline to 6 months than other measures ( r = 0.38–0.54) particularly more than the SF-36 mental component score ( r = 0.24). Although both product smoking groups worsened in most HRQoL measures, changes in general and smoking-specific HRQoL impact measures favored RTP smokers.  Conclusions: The German TQOLITv1 is sufficiently reliable and valid to assess HRQoL and may be more useful than SF-36v2 in evaluation of interventions in well smoking populations including those consuming RTPs. ",,http://dx.doi.org/10.1093/ntr/ntv024,,"Kulasekaran, Anuradha; Proctor, Christopher; Papadopoulou, Ermioni; Shepperd, Christopher J.; Guyer, Rick; Gandek, Barbara; Ware, John E.","Group Research and Development, British American Tobacco (Investments) Ltd , Southampton , United Kingdom ;  Group Research and Development, British American Tobacco (Investments) Ltd , Southampton , United Kingdom ;  Group Research and Development, British American Tobacco (Investments) Ltd , Southampton , United Kingdom ;  Group Research and Development, British American Tobacco (Investments) Ltd , Southampton , United Kingdom ;  John Ware Research Group , Worcester, MA ;  John Ware Research Group , Worcester, MA ;  Department of Quantitative Health Sciences, UMass Medical School , Worcester, MA John Ware Research Group , Worcester, MA ;  Department of Quantitative Health Sciences, UMass Medical School , Worcester, MA"
2390,Nicotine & Tobacco Research,2020,"Similarities and Differences Between Sexes and Countries in the Mortality Imprint of the Smoking Epidemic in 34 Low-Mortality Countries, 1950–2014",article,"Introduction The smoking epidemic greatly affected mortality levels and trends, especially among men in low-mortality countries. The objective of this article was to examine similarities and differences between sexes and low-mortality countries in the mortality imprint of the smoking epidemic. This will provide important additions to the smoking epidemic model, but also improve our understanding of the differential impact of the smoking epidemic, and provide insights into its future impact. Methods Using lung-cancer mortality data for 30 European and four North American or Australasian countries, smoking-attributable mortality fractions (SAMF) by sex, age (35–99), and year (1950–2014) were indirectly estimated. The timing and level of the peak in SAMF35-99, estimated using weighting and smoothing, were compared. Results Among men in all countries except Bulgaria, a clear wave pattern was observed, with SAMF35-99 peaking, on average, at 33.4% in 1986. Eastern European men experienced the highest (40%) and Swedish men the lowest (16%) peak. Among women, SAMF35-99 peaked, on average, at 18.1% in 2007 in the North American/Australasian countries and five Northwestern European countries, and increased, on average, to 7.5% in 2014 in the remaining countries (4% in Southern and Eastern Europe). The average sex difference in the peak is at least 25.6 years in its timing and at most 22.9 percentage points in its level. Conclusions Although the progression of smoking-attributable mortality in low-mortality countries was similar, there are important unexpected sex and country differences in the maximum mortality impact of the smoking epidemic driven by cross-country differences in economic, political, and emancipatory progress. Implications The formal, systematic, and comprehensive analysis of similarities and differences between sexes and 34 low-mortality countries in long-term time trends (1950–2014) in smoking-attributable mortality provided important additions to the Global Burden of Disease study and the descriptive smoking epidemic model (Lopez et al.). Despite a general increase followed by a decline, the timing of the maximum mortality impact differs more between sexes than previously anticipated, but less between regions. The maximum mortality impact among men differs considerably between countries. The observed substantial diversity warrants country-specific tobacco control interventions and increased attention to the current or expected higher smoking-attributable mortality shares among women compared to men. ",,http://dx.doi.org/10.1093/ntr/ntz154,,"Janssen, Fanny","Population Research Centre, Faculty of Spatial Sciences, University of Groningen, Groningen, The Netherlands Netherlands Interdisciplinary Demographic Institute, The Hague, The Netherlands"
2575,Tobacco Induced Diseases,2018,Prevalence and factor/s associated with smoking among adults in Malaysia - Findings from the National Health and Morbidity Survey (NHMS) 2015,RESEARCH PAPER,"First Paragraph: Morbidity and mortality related to smoking is a major public health challenge worldwide. Approximately 3 million deaths are reported each year and 10 million mortalities from smoking-related diseases are expected globally by 2030. About 70% of these mortalities are expected from developing countries due to high prevalence of smoking1-3. Malaysia is not spared from this smoking scourge, where 10 000 deaths4 attributed to smoking are reported each year and smoking-related diseases have been identified as the major contributor to disability-adjusted life years and lost years of life among the Malaysian population5,6. If the current trend in smoking persists then 30 000 deaths are expected annually by the year 20204.",,http://dx.doi.org/10.18332/tid/82190,,Kuang H. Lim; Chien H. Teh; Sayan Pan; Miaw Yn Ling; Muhammad F.M. Yusoff; Sumarni M. Ghazali; Chee C. Kee; Kuang K. Lim; Kar H. Chong; Hui L. Lim,"Institute for Medical Research, Kuala Lumpur, Malaysia; Institute of Public Health, Kuala Lumpur, Malaysia; Hospital Sultan Haji Ahmad Shah, Pahang Darul Makmur, Malaysia"
1434,Nicotine & Tobacco Research,2017,Effects of 6-Week Use of Reduced-Nicotine Content Cigarettes in Smokers With and Without Elevated Depressive Symptoms,article,"Background: The FDA recently acquired regulatory authority over tobacco products, leading to renewed interest in whether reducing the nicotine content of cigarettes would reduce tobacco dependence in the United States. Given the association between depressive symptoms and cigarette smoking, it is important to consider whether smokers with elevated depressive symptoms experience unique benefits or negative consequences of nicotine reduction. Methods: In this secondary analysis of a randomized clinical trial that examined the effects of cigarettes varying in nicotine content over a 6-week period in non-treatment-seeking smokers, we used linear regression to examine whether baseline depressive symptom severity (scores on the Center for Epidemiologic Studies Depression Scale [CES-D]) moderated the effects of reduced-nicotine content (RNC) cigarettes, relative to normal-nicotine content (NNC) cigarettes, on smoking rates, depressive symptom severity, and related subjective and physiological measures. Results: Of the 717 participants included in this analysis, 109 (15.2%) had CES-D scores ≥ 16, indicative of possible clinical depression. Relative to NNC cigarettes, RNC cigarettes reduced smoking rates, nicotine dependence, and cigarette craving, and these effects were not significantly moderated by baseline CES-D score. A significant interaction between baseline CES-D score and cigarette condition on week 6 CES-D score was observed (p < .05); among those with CES-D scores ≥ 16 at baseline, those assigned to RNC cigarettes had lower week 6 CES-D scores than those assigned to NNC cigarettes. Among those in the lowest nicotine content conditions, biochemically confirmed compliance with the RNC cigarettes was associated with an increase in CES-D score for those with baseline CES-D scores < 16 and no change in CES-D score for those with baseline CES-D scores ≥ 16. Conclusions: These findings provide initial evidence that a reduced-nicotine standard for cigarettes may reduce smoking, without worsening depressive symptoms, among smokers with elevated depressive symptoms. Implications: This secondary analysis of a recent clinical trial examined whether depressive symptom severity moderated the effects of reduced-nicotine cigarettes on smoking and depressive symptoms. Results indicate that, regardless of baseline depressive symptoms, participants randomized to reduced-nicotine cigarettes had lower smoking rates, nicotine intake, nicotine dependence, and craving at week 6 post-randomization than those assigned to normal-nicotine cigarettes. In participants with higher baseline depressive symptoms, those assigned to reduced-nicotine cigarettes had lower week 6 depressive symptoms than those assigned to normal-nicotine cigarettes. These results suggest that a nicotine reduction policy could have beneficial effects for smokers, regardless of depressive symptom severity. ",,http://dx.doi.org/10.1093/ntr/ntw199,,"Tidey, Jennifer W.; Pacek, Lauren R.; Koopmeiners, Joseph S.; Vandrey, Ryan; Nardone, Natalie; Drobes, David J.; Benowitz, Neal L.; Dermody, Sarah S.; Lemieux, Andrine; Denlinger, Rachel L.; Cassidy, Rachel; al’Absi, Mustafa; Hatsukami, Dorothy K.; Donny, Eric C.","Center for Alcohol & Addiction Studies, Brown University, Providence, RI; Department of Psychiatry and Behavioral Sciences, Duke University, Durham, NC; Masonic Cancer Center and Department of Psychiatry, University of Minnesota, Minneapolis, MN; Department of Psychiatry and Behavioral Sciences, Johns Hopkins University, Baltimore, MD; Department of Medicine, University of California-San Francisco, San Francisco, CA; Department of Health Outcomes and Behavior, Moffitt Cancer Center, Tampa, FL; Department of Medicine, University of California-San Francisco, San Francisco, CA; Campbell Family Mental Health Research Institute, Centre for Addiction and Mental Health, Toronto, ON, Canada; Department of Biobehavioral Health and Population Sciences, University of Minnesota Medical School-Duluth, Duluth, MN; School of Public Health, Brown University, Providence, RI; Center for Alcohol & Addiction Studies, Brown University, Providence, RI; Department of Biobehavioral Health and Population Sciences, University of Minnesota Medical School-Duluth, Duluth, MN; Masonic Cancer Center and Department of Psychiatry, University of Minnesota, Minneapolis, MN; Department of Psychology, University of Pittsburgh, Pittsburgh, PA"
1661,Nicotine & Tobacco Research,2017,Prevalence and Correlates of Late Initiation of Smokeless Tobacco in US Firefighters,article,"Introduction Prevalence rates of smokeless tobacco (SLT) use and late initiation among firefighters (ie, starting use as an adult after joining the fire service) are remarkably high, 10.5% and 26.0%, respectively. The purpose of this study is to examine characteristics associated with late SLT initiation in a sample comprised of male career firefighters from two large cohort studies. Methods We examined correlates of late SLT initiation in a secondary analysis of data combining the baseline evaluations of two published firefighter health studies with 1474 male career firefighters in the United States. Results Fourteen percent of participants were current SLT users. Among this group, the unadjusted rate of firefighters who initiated SLT use after joining the fire service was 15.9%, while the age-standardized rate was 38.2%; this is substantially higher than the national adjusted late initiation rate among adult males (0.8%). In addition, firefighters demonstrated higher rates of late SLT initiation (15.9% unadjusted; 18.4% age-standardized) when compared to males in the military overall (13.8%). Conclusions The exceptionally high prevalence of SLT use overall and late initiation in the fire service suggest that joining the fire service in the United States is a risk factor for SLT use. There is a need to develop interventions aimed at reducing SLT use in the fire service that are specifically tailored for this occupational group. Implications The high prevalence of late SLT initiation (ie, starting use as an adult after joining the fire service) among firefighters should be addressed by both researchers and fire service organizations given the significant health risks associated with SLT and its impact on occupational readiness. There is a need for developing intervention programs aimed at reducing SLT use in the fire service. Interventions would need to be specifically tailored for this occupational group and their unique culture, given that joining the fire service appears to be a risk factor for SLT initiation among firefighters who did not use tobacco prior to joining the fire service. ",,http://dx.doi.org/10.1093/ntr/ntw321,,"Jitnarin, Nattinee; Poston, Walker SC; Haddock, Christopher K; Jahnke, Sara A; Day, Rena S; Severson, Herbert H","Center for Fire Rescue and EMS Health Research, Institute for Biobehavioral Health Research, National Development and Research Institutes, Leawood, KS Center for Fire Rescue and EMS Health Research, Institute for Biobehavioral Health Research, National Development and Research Institutes, Leawood, KS Center for Fire Rescue and EMS Health Research, Institute for Biobehavioral Health Research, National Development and Research Institutes, Leawood, KS Center for Fire Rescue and EMS Health Research, Institute for Biobehavioral Health Research, National Development and Research Institutes, Leawood, KS School of Public Health, University of Texas Health Science Center at Houston, Houston, TX Oregon Research Institute, Eugene, OR"
2949,Tobacco Prevention & Cessation,2020,"Association of tobacco control policies with cigarette smoking among school youth aged 13–15 years in the Philippines, 2000–2015",RESEARCH PAPER,"The authors would like to acknowledge Florante Trinidad, from the Tobacco Free Initiative and Mental Health, World Health Organization, Office of the Representative in the Philippines, Manila, Philippines. The findings and conclusions in this report are those of the authors and do not necessarily represent the official position of the U.S. Centers for Disease Control and Prevention.",,http://dx.doi.org/10.18332/tpc/122441,,René A. Arrazola; Lauren M. Dutra; Evelyn Twentyman; Andrew B. Seidenberg; Rizalina Hemendez-Gonzales; Indu B. Ahluwalia,"Office on Smoking and Health, National Center for Chronic Disease Prevention and Health Promotion, Centers for Disease Control and Prevention, Atlanta, United States; Center for Health Policy Science and Tobacco Control Research, RTI International, Berkeley, United States; Department of Health Behavior, Gillings School of Global Public Health, University of North Carolina at Chapel Hill, Chapel Hill, United States; Tobacco Advocacy Group, Philippine Pediatric Society, Quezon, Philippines"
